Tweets,Category
hey there were sorry to hear about the trouble here we would like to have this addressed for you please drop us a note via the help section of your app with the concerned trip or do share the date and time of the trip in reference and well look into it at the earliest,1
hey we understand your concern we do monitor such instances on a timely basis and take appropriate actions also weve made a note about your feedback here we use a pointbased model that records every feedback about a driver and helps take fuher actions,1
hey please share your registered phone number and email address along with the date and time of the trip youre referring to via direct message we will follow up,1
hey prachi we have reviewed your concern and also made a note of your feedback weve sent a response your way kindly check the help section of your app for an update,0
hey ankit this seems like a technical issue we have made a note of your feedback and will pass it on to the concerned team,0
hey arbind we have escalated this to the concerned team kindly keep an eye out for fuher updates we appreciate your patience,1
hey fahim you can reach out to us via 7899900011 or visit our uber paner seva kendra at mahindra first choice andheri eastmumbai plot no36 lalji brothers compound opp mores restaurant marol military road andheri east mumbai 400059,1
hey venkata weve fixed this for you we also see that a response has been sent your way please check the help section of your app and kindly reve to the same email thread in case of any fuher concern,1
hey akhil sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey ankit we see that our team has adjusted the fare for the trip in reference and has sent an update your way via the inapp help section rest assured your feedback has been noted,1
hey vrinda we have reviewed your concern and also made a note of your feedback weve sent a response your way kindly check the help section of your app for an update,0
hey sai weve adjusted the fare for the trip in reference and have sent an update your way via the inapp help section rest assured your feedback has been noted,1
hey kanishk we have adjusted the fare for the trip in reference and sent a response your way kindly check the help section of your app for an update,1
hey indrajit we hope its settled in case this trip is still ongoing we request you to kindly cancel the trip also drop us a note via the help section of your uber app and let us know once done we shall followup,1
hey rajesh kindly share the registered details via direct message we will look into this for you,1
hey kranthi could you please share the screenshot of the error message on the screen while trying to purchase a ride pass also do share your registered contact details via direct message and well follow up,1
hey there kindly share your registered contact details via direct message and we will look into it,1
hey umesh weve located your suppo query and see that it has been addressed for you also an update has been sent your way in case of any discrepancies please refer to the inapp help section and respond onto the same email thread to take this up fuher,1
hey kranthi weve sent an update via direct message kindly keep an eye out for it,1
hey akash please share a copy of the fir via direct message well look at it and assist accordingly,1
hey pooja we understand this can be upsetting we have reviewed your concern and adjusted your fare to the upfront fare please check the help section of your app for fuher details appreciate your understanding,1
hey please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey sahil could you please share the screenshot of the error youre facing when youre trying to login we will follow up,1
hey dipesh weve fixed this for you we also see that a response has been sent your way please check the help section of your app and kindly reve to the same email thread in case of any fuher concern,1
hey aditya we have addressed your concern and have sent a response your way via the inapp help section kindly keep an eye out for it,0
hey please send us a direct message with your registered phone number so that we can look into this for you,1
hey this is concerning please send us a direct message with your registered phone number so that we can look into this for you,1
hey sahil on checking our records we see that there are multiple accounts with your number and email id please let us know the credentials you wish to retain and we will make the necessary changes,1
hey weve fixed this for you we also see that a response has been sent your way please check the help section of your app and kindly reve to the same email thread in case of any fuher concern,1
hey sahil weve made the necessary changes to your account you can now log in using your credentials,0
hey sahil please reinstall the app and login with the number and email id you have provided you should be able to login,1
hey komal wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hi komal we have an emergency helpline for any emergencies that might occur during an ongoing trip you can access the same through the safety toolkit option on your app screen you can trigger emergency assistance by sliding on the swipe to call 100 option,1
hey sorry to hear about the trouble if you have been incorrectly charged please drop us a note via the help section of the app also direct message us your registered contact details we will address your concern,0
hey priyanka we see an update has been sent your way please refer to the registered email id for more details,1
hey sahil weve escalated this to our concern team an update will be sent out to you at the earliest your patience is appreciated while we get this soed for you,1
happy to help,1
hey aneri we understand that this must have been very frustrating this is ceainly what we dont expect as an experience on ubers platform do let us know if theres a specific trip you would like us to look into well follow up,1
hey akram please contact this number for fuher assistance 2248931313,1
hey akash this is concerning our safety team will get in touch with you at the earliest,1
hey avishek sorry to hear about the trouble with your fare please drop us a note via the help section of the app and direct message us your registered contact details we will address your concern,0
hey bhumika please send us a direct message with your registered phone number so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey saumyaa thank you for sharing the registered detail we understand that this must have been very frustrating kindly check the inapp help section of your uber app for an adjusted fare and a response from us in this regard,1
hey pramod sorry to hear about the trouble if there is a specific trip that you would like us to look into please repo your concern via the help section of your uber app our team will look into it,0
hey george sorry to hear about the trouble please drop us a note via the help section of your app also share your registered mobile number via direct message well look into it,1
hey there please share your registered mobile number via direct message well have it addressed,1
hey there in case if youve any concerns about a paicular trip please send across your phone number via direct message and drop us a note via the help section of your app with the trip in reference well get it addressed,1
hey there sorry to hear about this unpleasant experience this is definitely not the kind of experience we would like you to have on our platform could you please help us with the specific date and time of the trip,1
hey akash our team is currently reviewing your concerns and will be in touch as soon as possible we appreciate your patience while we work through this,1
sorry to hear about the trouble harmit please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey nivedita we understand that facing cancellations can be upsetting were always here to help you please share your registered details via direct message and also drop us a note via the help section of the app well fix this for you,1
hey there weve adjusted the fare and sent you an update via the help section of your app please reve on the same thread for fuher assistance,1
sorry to hear about the trouble magesh please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey samir weve reviewed your concern and sent a response your way kindly check the inapp help section for details,0
hey there in case if youve any concerns about a paicular trip please send across your phone number via direct message and drop us a note via the help section of your app with the trip in reference well get it addressed,1
hey irfan we understand this can be upsetting drivers are encouraged to completeaccept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey there could you please share your registered phone number and email address via direct message we will follow up,1
hey george we have made the necessary adjustments and have sent an update in the inapp help section kindly check for the same,1
hey there weve dropped the outstanding and sent a response your way kindly check the inapp help section for an update,1
hey rahul could you help us with the contact number used to request this ride the vehicle number date and time of the trip and an alternate number via direct message also help us with the email id attached to your uber account for fuher communication well follow up,1
hey there sorry to hear about the trouble weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey bhumika glad to hear that your issue is resolved we have taken a note of your feedback on the drivers profile and will make sure to pass it on to the concerned team,1
hey milan weve sent an update your way via the inapp help section kindly keep an eye out for it,1
hey sachin please reinstall the app and check the payment section of the app let us know if the issue persists we will follow up,1
hey there weve adjusted the fare and sent a response your way kindly check the inapp help section for an update,1
hey prakash sorry to hear about the trouble please share the trip details also share your registered contact details via direct message for us to assist you,1
hey sanchit we have sent an update your way via the inapp help section kindly keep an eye out for it,1
when a rider overpaid him by mistake he drove back all the way to return the change guess hes out to change mindsets thats why we call him an uberstar,0
hey rajesh we do monitor such instances on a timely basis and take appropriate actions we appreciate you bringing this to our notice also your feedback is what helps us make our platform better,1
hey arvind sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey binoy sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey rahul sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey himanshu sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey namya sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey nishant sorry to know you left your bag in the uber please let us know the registered details via direct message through which the trip was requested and we will look into it,1
hey himani we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey pranjal sorry to hear about the trouble with your fare please drop us a note via the help section of the app and direct message us your registered contact details we will address your concern,0
glad to hear that you got your phone back karan,1
hey akash we see that our safety team has sent an update your way please check for an email in the inbox of your registered email associated with uber for more details,1
the situation you have described is ceainly not the experience we expect you to have mohammed please reach out to us atso we can assist you fuher also do share your registered contact details via direct message,1
hey john if there is a specific incident please drop us a note via the help section of the app so we can have your issue addressed,1
hey mikin were sorry to hear about the trouble here please note that our team is looking into this for you kindly allow us sometime and we shall soon get back to you with an update we appreciate your patience and understanding in this regard,1
were sorry to hear about this experience please drop us a note via the help section of the app so we can have this issue addressed and take appropriate actions also please share your registered contact number and email id via direct message,1
hey vipul sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey yogesh were sorry to hear about the trouble here cancellations do not reflect well on a drivers profile and the appropriate actions will be taken we do monitor such instances on a timely basis and feedback like yours help us improve our platform functionality,1
please note that we are working on improving the grounds for the same and you will see a change in this soon we appreciate your understanding in this regard,1
hey jignesh sorry to hear about the trouble kindly share your registered details along with the date and time of the trip via direct message well follow up,1
hey rahul weve sent a response your way please check for the same under the help section of the app,1
hey jayesh sorry to hear about the trouble kindly share the registered details via direct message also please drop us a note via the inapp help section of your uber app we will follow up,1
hey amol we understand that this must have been very frustrating kindly share the registered details via direct message also if theres a specific trip you would like us to look into drop us a note via the inapp help section well follow up,1
sorry to hear about the trouble shudhanshu wed like to have this addressed please drop us a note via the inapp help section with the trip in reference also share your registered phone number and email address via direct message we will look into this for you,1
hey there sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app for the trip in reference well follow up,1
weve reviewed the trip in reference prakash kindly refer to the inapp help section for fuher updates,1
hey sarvendra sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey there sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app well follow up,1
hey shoeb please visit the nearest uber office at your convenience and our team will be able to assist you,1
hey akanksha this is concerning weve located the inapp query through which the trip was requested and shared the details with our safety team they will connect with you at the earliest,1
hey nitin please visit the following link in order to know more about setting up your business profile,1
hey akshay thanks for providing your info our team is currently reviewing your concern and will be in touch sholy we appreciate your patience while we look into this,1
hey namya weve resolved this for you and the refund has been processed from our end kindly check the inapp help section for an update,1
weve got this addressed rituparna kindly refer to the inapp help section for fuher updates,1
hey siddhant weve resolved this for you and the refund has been processed from our end kindly check the inapp help section for an update,1
hey ashutosh thank you for flagging this to us we appreciate your feedback rest assured our team will look into this,1
heysorry to hear about the trouble if there is a specific trip that you would like us to look into please repo your concern via the help section of your uber app our team will look into it,1
hi were sorry to know about your experience please drop us a note via the help section of your app we will look into this right away,1
hey ritu apologies for the trouble we understand that this must have been very frustrating kindly check the inapp help section of your uber app for an adjusted fare and a response from us in this regard,0
were sorry to hear about this experience amol please drop us a note via the help section of the app so we can have this issue addressed and take appropriate actions also please share your registered contact number and email id via direct message,1
we understand such issues are never pleasant to deal with nishant please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
were sorry to hear about this experience please drop us a note via the help section of the app so we can have this issue addressed and take appropriate actions also please share your registered contact number and email id via direct message,1
hey sarvendra weve sent a response your way by adjusting the fare please check for the same under the help section of the app,1
hey geetansh our safety team had tried contacting you over a phone call however not reachable weve followed up fuher and you should see an update under the help section of your app,1
hey manju sorry to hear about the hassle could you please share the details of the trip such as the date and timeour team will look into it,1
hey kunal sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey milan our team has recently sent you a message via the inapp help if you have any additional questions please dont hesitate to reply to the message directly well be happy to assist,1
hi there we understand you would like to use the upi google pay feature however this payment option is selectively available at this time please keep an eye out for it,1
hey there could you please help us with more information about your concern well get it addressed,1
were sorry to hear about this experience gaurav please drop us a note via the help section of the app so we can have this issue addressed and take appropriate actions also please share your registered contact number and email id via direct message,1
hey abhishek we would love to assist you could you help us with the contact number used to request this ride the vehicle number date and time of the trip and an alternate number also help us with the email id attached to your uber account for fuher communication,1
hey pushkar this is definitely not the kind of experience we would like you to have please drop us a note via the help section of the app and direct message us your registered contact details we will address your concern,1
hey sumant sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey saswat this is ceainly not the kind of experience we would like for you to have at our platform we have sent a response to the rider we request you to check the help section of theapp for fuher details,1
hey manu apologies for the trouble we understand that this must have been very frustrating kindly check the inapp help section of your uber app for an adjusted fare and a response from us in this regard,0
hey pushpal we understand driver cancellations can throw off your plans we do monitor such instances on a timely basis rest assured weve recorded your feedback appreciate your understanding,1
hey amol sorry to hear about the cancellation wed like to have this addressed kindly drop us a note via the inapp help section and let us know once done,1
hey ruchir sorry to hear about the trouble this is definitely not the kind of experience we would like you to have please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
hey there sorry to hear about the trouble if there is any specific trip that youd like to repo please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
whats your version of a better delhi reply below and dont forget to driveyourvote tomorrow,1
sorry to hear about the hassle here please drop us a note via the help section of your app with the trip in reference so we can take the necessary actions,0
hey there sorry to know that your friend has left her belongings in the uber please send us the phone numberemail id through which the trip was requested,1
sorry to hear about the hassle here please drop us a note via the help section of your app with the trip in reference and direct message us your registered email idphone number so we can take the necessary actions,0
hey digvijay sorry to hear about the trouble kindly let us know if theres a specific trip that you would like us to look into also share the registered details via direct message we will follow up,1
sorry to hear about the hassle here please drop us a note via the help section of your app with the trip in reference and direct message us your registered email idphone number so we can take the necessary actions,0
hey prateek based on your feedback weve taken appropriate actions on the drivers profile and sent a response your way please refer to the inapp help section for fuher details and reve to the same thread for any fuher queries well be happy to help,1
hey there based on your feedback weve taken appropriate actions on the drivers profile and sent a response your way please refer to the inapp help section for fuher details and reve to the same thread for any fuher queries well be happy to help,1
hey amit sorry to hear about this unpleasant experience this is definitely not the kind of experience we would like you to have on our platform please share your registered details via direct message and drop us a note viawe will follow up,1
sorry to hear about the hassle here please drop us a note via the help section of your app with the trip in reference and direct message us your registered email idphone number so we can take the necessary actions,0
sorry to hear about the hassle here please drop us a note via the help section of your app with the trip in reference and direct message us your registered email idphone number so we can take the necessary actions,0
weve made the necessary fare adjustments and have sent you an update via the help section of your app shan,1
hey chirag sorry to hear about the trouble if there is a specific trip that you would like us to look into please drop us a note via the help section of your app also do share your registered details via direct messagewe will follow up,1
hey there please share your registered contact details with us via direct message well follow up,1
happy to help pushkar have a nice day,1
hey shikhar sorry to hear about the trouble a member of our safety team will get in touch with you at the earliest,0
hi there we understand you would like to use the upi google pay feature however this payment option is selectively available at this time please keep an eye out for it,1
hey there to check our service availability simply fire up the app and select your drop location select the type of ride you want and happy journey to know more about uber intercity you may visit the following link,1
hey sehdev we are looking into the issue we shall get back to you soon with an update,0
hey prashant sorry to hear about the trouble weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey kunal we have made the necessary adjustments and have sent an update in the inapp help section kindly check for the same,1
hey there we do monitor such instances on a timely basis and take appropriate actions we appreciate you bringing this to our notice also your feedback is what helps us make our platform better,1
hey kamlesh could you please share some more details about your concern well look into it,1
hey yash weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey dhiman sorry to hear about the trouble please share your registered contact details through which youve written in via direct message well look into it,1
hey atul weve got in touch with the concerned driverpaner and have sent an update your way via the inapp help section of the registered account kindly keep an eye out for it,0
hey aastha please repo this via the inapp help section with the trip in reference also share the trip details like the date and time of the trip taken via direct message well follow up,1
hey there weve adjusted the fare and sent a response your way kindly check the inapp help section for an update,1
hey there we see that there is no email id attached to your account kindly share the preferred email id that youd like to associate on your account for fuher communications via direct message well follow up,1
hey there sorry to hear about the hassle here if youve been incorrectly charged please drop us a note via the help section of your app also do share your registered details via direct message and our team will follow up,0
hi rajan we have a ceain set of quality and safety standards that we expect all drivers to meet based on your feedback weve made a note on our pointbased model which will help us take necessary actions on the drivers profile,1
hey aastha weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey vijay this is concerning could you please share the complete license plate number of the vehicle so that we can look into our records to see if the vehicle is associated with uber,1
hey mohan we understand this can be upsetting could you please help us with the trip date and time well look into it,1
sorry to hear about the trouble saurabh please drop us a note via the inapp help section also share your registered phone number and email address via direct message we will look into this for you,1
hey there weve dropped the outstanding charges on your account and have sent an update your way via the inapp help section,1
based on your feedback weve made a note on our point based model which will help us take necessary actions please be assured that were striving to improve your experience with us constantly,1
hey there sorry to hear about the hassle here if youve been incorrectly charged please drop us a note via the help section of your app also do share your registered phone number via direct message and our team will follow up,0
hi were sorry to know about your experience please drop us a note via the help section of your app we will look into this right away,1
sorry to hear about the trouble kunal please share your registered phone number and email address via direct message we will follow up,1
hey there kindly share your registered details along with the date and time of the trip via direct message well follow up,1
hey there sorry to hear about the trouble our team has adjusted the fare and sent a response your way kindly check the inapp help section for an update,0
happy to help sarvendra hope to see you in an uber soon,1
hey sandip we do monitor such instances on a timely basis and take appropriate actions we appreciate you bringing this to our notice also your feedback is what helps us make our platform better,1
hey shoeb sorry to hear about the hassle could you please share fuher details in regards with your issue and also the city that your panered with well look into it,1
hey there weve adjusted the fare and sent a response your way kindly check the inapp help section for an update,1
hey there weve adjusted the fare and sent a response your way kindly check the inapp help section for an update,1
kunal we understand that youd like to know about the actions taken however we will not be able to share the specifics of the same rest assured weve recorded your feedback,1
please reach us viaand our team will assist you fuher shoeb,1
hey there kindly share your registered contact details via direct message and we will look into it,1
hey weve sent you a response and you can view the same under the help section of your app please reve on the same thread for fuher assistance,1
hey there weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey anmol weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey mitanshi sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey nikhil we understand that this must have been very frustrating this is ceainly what we dont expect as an experience on ubers platform however we have recorded this feedback and will have necessary measures taken,0
hey mridul sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey there sorry to hear about the trouble with your trip request kindly repo your concern via the inapp help section also do share your registered details through direct message and we will follow up,0
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey weve dropped the outstanding balance from your account and you should be able to request rides hasslefree kindly refer to the inapp help section for fuher updates appreciate your understanding,1
hey can you please drop us a note using the help section of your app with the trip in reference well address your concern,1
weve got this reviewed mohan an update has been sent via the inapp help section please keep an eye out for the same,1
could you please check your registered email id for the update,1
hey bibhuti could you please elaborate on your concern,1
hey hemant sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey the refund was initiated in the form of credits you will be able to see the credits under the payment section of your app and can be used on future rides,1
so sorry for the trouble our team is aware of the issue and were working to get back up and running as quickly as possible,0
hey saksham please share your registered mobile number via direct message and we will follow up,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hi we understand the situation and want to help you with this please share your registered contact details along with an alternate number via direct message any details regarding the trip would be really helpful,1
hi there rides cancelled by driver paners are autoassigned to the next available driver paner hence youre unable to find details in your inapp section for trips that are cancelled and reassigned please be assured that well take appropriate actions in this regard,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey vid we see that an update has been sent to you please refer to your inapp help section for fuher details,1
hey there thanks for bringing this to our notice we understand that driver cancellations can throw off your plans please be assured that we monitor such instances on a timely basis and were constantly working on reducing these experiences 12,1
also regarding your issue with the gift cards kindly share a screenshot of the error 22,1
hey yogesh we understand that facing cancellations can be upsetting were always here to help you please share your registered details via direct message and also drop us a note via the help section of the app well take this up,1
hey sagar wed like to have this addressed for you please reach out to us atso we can assist you fuher,1
hey mahesh wed like to have this addressed may we request you to provide us with your email addressmobile number associated with your uber account through dm direct message from there well be able to assist fuher,1
could you please share the registered mobile number using which youve requested for the ride,1
we understand driver cancellations can throw off your plans we do monitor such instances on a timely basis rest assured weve recorded your feedback appreciate your understanding,1
hey mridul we have sent a response your way please check the help section of the app for fuher details,1
weve reviewed the trip in reference and adjusted the fare to the ufp akanksha an update has been sent via the inapp help section please keep an eye out for the same,1
were always here to help,0
an update has been sent via the inapp help section hemant kindly look out for the same appreciate your understanding,1
hey weve sent you a response and you can view the same under the help section of your app please reve on the same thread for fuher assistance,1
hi uber is an ondemand app please fire up the app 30 minutes before your intended depaure time to see updated fares and availability,1
hey mahesh we request you to try logging in using another device kkindly reve to us if the issue still persists,0
hey sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey there we have sent a response your way please check the help section of the app for fuher details,1
hey there this is concerning kindly sharemore details regarding thiswith us also provide us with your registered phone number and email address via direct message well look into it,1
hey mahesh the number which youve provided is already associated with us kindly reset the password via the link,1
hey deepak please share an active email id via direct message we will assist you fuher with password reset,1
hey deepak the message is for the outstanding balance if you have already paid for the trip please drop in a note from the inapp help section and we will look into it,1
hi sanchit sorry to hear about the trouble please drop us a note viaand kindly share your registered mobile number via direct message we will look into this,1
hey there we have sent a response your way please check the help section of the app for fuher details,1
thanks for the details weve had it escalated to our safety team someone from our safety team will get in touch with you at the earliest,1
sorry to hear about the hassle here could you please send us your registered email addressphone number via direct message well look into it,1
hey bibhuti weve fixed this and sent a response your way kindly check the help section of your app for an update,1
hey ruchi we see that our team has sent a response your way kindly check the help section of your app for an update,1
sorry to hear about the trouble bharath please send across your phone number via direct message and drop us a note via the help section of your app well get this addressed,1
sorry to hear about the hassle here could you please send us your registered email addressphone number via direct message well look into it,1
hey could you please send us the screenshot of the error that youre receiving when trying to log in,1
sorry to hear about the hassle here please drop us a note via the help section of your app with the trip in reference and direct message us your registered email idphone number so we can take the necessary actions,0
hey abbas in case if youve any concerns about a paicular trip please send across your phone number via direct message and drop us a note via the help section of your app with the trip in reference well get it addressed,1
hey jagdeep please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey sunetra please send us a direct message with your registered phone number and email id so that we can look into this for you,1
hey abhay sorry to hear about the experience please drop us a note via the help section of your app also could you please direct message us your registered mobile number well have this addressed,1
hey there could you please share your registered email id and phone number via a direct message well look into it,1
hey there sorry to hear about the trouble kindly share your registered details via direct message also please drop us a note via the help section of your app well follow up,1
hey prasad sorry to hear about the trouble please share your registered contact details with us via direct message well look into it,1
hey there weve reviewed your concern and sent a response your way kindly check the inapp help section for an update,0
hey pradyumna we see that weve addressed your concern via the inapp help section could you please confirm if youve received the phone back,1
hey there weve sent a response your way via direct message kindly reve to the same thread for fuher assistance,1
happy to help ruchi glad to hear your issue has been resolved,1
hey there sorry to hear about the trouble could you help us with the contact number used to request this ride date and time of the trip and an alternate number via direct message also help us with the email id attached to your uber account for fuher communication,0
hey there weve made a few changes to your account kindly reinstall your app and log into your account to request for rides,1
hey bala we have made the necessary adjustments and have sent an update in the inapp help section kindly check for the same,1
hey devarshi how can we assist you,1
hey there could you please share more details regarding your concern,1
hey akshat weve fixed this for you we also see that a response has been sent your way please check the help section of your app and kindly reve to the same email thread in case of any fuher concern,1
hey devarshi you can request an uber xl for vans and suvs that can accommodate 56 peopleextra luggage to do so simply fire up your uber app and select your drop location and select the type of vehicle based on your requirement choose a method to pay and take an uber ride,0
happy to help pradyumna,1
hey there could you let us know more about your concern also please share your registered details so that we can review it,1
hey we have made the necessary adjustments and have sent an update in the inapp help section kindly check for the same,1
hey there this is concerning could you please share your registered email id and phone number along with the trip date and time via a direct message well have our safety team to get in touch with you at the earliest,1
hey muthuvinayaga we understand this can be upsetting driver paners are encouraged to complete accept every trip request as long as the drop off location is within our service area please drop us a note via the help section of your app well take this up,1
hey krunal sorry to hear about trouble could you help us with the contact number used to request this ride date and time of the trip and an alternate number via direct message also help us with the email id attached to the uber account for fuher communication,0
hey bhooshan sorry to hear about the trouble please share your registered contact details via direct message for us to assist you,1
hey rishi we have requested our safety team to get in touch with you could you please provide a convenient time so that we can schedule a call back,1
hey there we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey ashish sorry to hear about the trouble please share the trip details also share your registered contact details via direct message for us to assist you,1
hey jitendra sorry to hear about the trouble if you want us to look into a specific trip please drop us a note via the inapp help section also share your registered contact details via direct message for us to assist you,1
hey please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey lakshita please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey nitin sorry to hear about the trouble kindly share your registered contact details via direct message and we will look into it,1
hey shreyas we understand this can be upsetting were always here to help please share your registered details via direct message and well fix this for you,1
hey parul please send us a direct message with your registered phone number and email id so that we can look into this for you also please repo your concern via the help section of your uber app if you havent done so already,1
hey parul we streamline all our communications through inapp suppo please drop a feedback via the help section of your app and share your registered details via direct message well take it from there,1
hey weve made the necessary account changes please sign in viato reset your password,1
hey we understand this can be upsetting were always here to help you please share your registered details via direct message and drop us a note via the help section of the app well fix this for you,1
hey deepali sorry to hear about the trouble if there is a specific trip that you would like us to look into please repo your concern via the help section of your uber app our team will look into it,0
hey prashant sorry to hear about the trouble wed like to have this addressed please repo this via the inapp help section also provide us with your registered phone number and email address via direct message well look into this for you,1
hey sorry to hear about the trouble if you want us to review a specific trip please drop us a note via the inapp help section also share your registered contact details via direct message for us to assist you,1
